爱,,1
八,,1
爸爸,,1
杯子,,1
北京,,1
本,,1
不,,1
不客气,,1
菜,,1
茶,,1
吃,,1
出租车,,1
打电话,,1
大,,1
的,,1
点,,1
电脑,,1
电视,,1
电影,,1
东西,,1
都,,1
读,,1
对不起,,1
多,,1
多少,,1
儿子,,1
二,,1
饭店,,1
飞机,,1
分钟,,1
高兴,,1
个,,1
工作,,1
狗,,1
汉语,,1
好,,1
号,,1
喝,,1
和,,1
很,,1
后面,,1
回,,1
会,,1
几,,1
家,,1
叫,,1
今天,,1
九,,1
开,,1
看,,1
看见,,1
块,,1
来,,1
老师,,1
了,,1
冷,,1
里,,1
六,,1
妈妈,,1
吗,,1
买,,1
猫,,1
没关系,,1
没有,,1
米饭,,1
名字,,1
明天,,1
哪,,1
哪儿,,1
那,,1
呢,,1
能,,1
你,,1
年,,1
女儿,,1
朋友,,1
漂亮,,1
苹果,,1
七,,1
前面,,1
钱,,1
请,,1
去,,1
热,,1
人,,1
认识,,1
三,,1
商店,,1
上,,1
上午,,1
少,,1
谁,,1
什么,,1
十,,1
时候,,1
是,,1
书,,1
水,,1
水果,,1
睡觉,,1
说,,1
四,,1
岁,,1
他,,1
她,,1
太,,1
天气,,1
听,,1
同学,,1
喂,叹词,1
我,,1
我们,,1
五,,1
喜欢,,1
下,,1
下午,,1
下雨,,1
先生,,1
现在,,1
想,,1
小,,1
小姐,,1
些,,1
写,,1
谢谢,,1
星期,,1
学生,,1
学习,,1
学校,,1
一,,1
一点儿,,1
衣服,,1
医生,,1
医院,,1
椅子,,1
有,,1
月,,1
再见,,1
在,,1
怎么,,1
怎么样,,1
这,,1
中国,,1
中午,,1
住,,1
桌子,,1
字,,1
昨天,,1
坐,,1
做,,1
吧,,2
白,,2
百,,2
帮助,,2
报纸,,2
比,,2
别,,2
宾馆,,2
长,形容词,2
唱歌,,2
出,,2
穿,,2
次,,2
从,,2
错,,2
打篮球,,2
大家,,2
到,,2
得,助词,2
等,动词,2
弟弟,,2
第一,,2
懂,,2
对,形容词,2
对,介词,2
房间,,2
非常,,2
服务员,,2
高,,2
告诉,,2
哥哥,,2
给,,2
公共汽车,,2
公司,,2
贵,,2
过,助词,2
还,副词,2
孩子,,2
好吃,,2
黑,,2
红,,2
火车站,,2
机场,,2
鸡蛋,,2
件,,2
教室,,2
姐姐,,2
介绍,,2
进,,2
近,,2
就,,2
觉得,,2
咖啡,,2
开始,,2
考试,,2
可能,,2
可以,,2
课,,2
快,,2
快乐,,2
累,,2
离,,2
两,,2
零,,2
路,,2
旅游,,2
卖,,2
慢,,2
忙,,2
每,,2
妹妹,,2
门,,2
面条,,2
男,,2
您,,2
牛奶,,2
女,,2
旁边,,2
跑步,,2
便宜,,2
票,,2
妻子,,2
起床,,2
千,,2
铅笔,,2
晴,,2
去年,,2
让,,2
日,,2
上班,,2
身体,,2
生病,,2
生日,,2
时间,,2
事情,,2
手表,,2
手机,,2
说话,,2
送,,2
虽然…但是…,,2
它,,2
踢足球,,2
题,,2
跳舞,,2
外,,2
完,,2
玩,,2
晚上,,2
往,,2
为什么,,2
问,,2
问题,,2
西瓜,,2
希望,,2
洗,,2
小时,,2
笑,,2
新,,2
姓,,2
休息,,2
雪,,2
颜色,,2
眼睛,,2
羊肉,,2
药,,2
要,,2
也,,2
一起,,2
一下,,2
已经,,2
意思,,2
因为…所以…,,2
阴,,2
游泳,,2
右边,,2
鱼,,2
远,,2
运动,,2
再,,2
早上,,2
丈夫,,2
找,,2
着,,2
真,,2
正在,,2
知道,,2
准备,,2
走,,2
最,,2
左边,,2
阿姨,,3
啊,,3
矮,,3
爱好,,3
安静,,3
把,,3
班,,3
搬,,3
办法,,3
办公室,,3
半,,3
帮忙,,3
包,,3
饱,,3
北方,,3
被,,3
鼻子,,3
比较,,3
比赛,,3
笔记本,,3
必须,,3
变化,,3
别人,,3
冰箱,,3
不但…而且…,,3
菜单,,3
参加,,3
草,,3
层,,3
差,,3
超市,,3
衬衫,,3
成绩,,3
城市,,3
迟到,,3
除了,,3
船,,3
春,,3
词典,,3
聪明,,3
打扫,,3
打算,,3
带,,3
担心,,3
蛋糕,,3
当然,,3
地,助词,3
灯,,3
地方,,3
地铁,,3
地图,,3
电梯,,3
电子邮件,,3
东,,3
冬,,3
动物,,3
短,,3
段,,3
锻炼,,3
多么,,3
饿,,3
耳朵,,3
发,,3
发烧,,3
发现,,3
方便,,3
放,,3
放心,,3
分,,3
附近,,3
复习,,3
干净,,3
感冒,,3
感兴趣,,3
刚才,,3
个子,,3
根据,,3
跟,,3
更,,3
公斤,,3
公园,,3
故事,,3
刮风,,3
关,,3
关系,,3
关心,,3
关于,,3
国家,,3
过,动词,3
过去,,3
还是,,3
害怕,,3
黑板,,3
后来,,3
护照,,3
花,名词,3
花,动词,3
画,,3
坏,,3
欢迎,,3
还,动词,3
环境,,3
换,,3
黄河,,3
回答,,3
会议,,3
或者,,3
几乎,,3
机会,,3
极,,3
记得,,3
季节,,3
检查,,3
简单,,3
见面,,3
健康,,3
讲,,3
教,,3
角,,3
脚,,3
接,,3
街道,,3
节目,,3
节日,,3
结婚,,3
结束,,3
解决,,3
借,,3
经常,,3
经过,,3
经理,,3
久,,3
旧,,3
句子,,3
决定,,3
可爱,,3
渴,,3
刻,,3
客人,,3
空调,,3
口,,3
哭,,3
裤子,,3
筷子,,3
蓝,,3
老,,3
离开,,3
礼物,,3
历史,,3
脸,,3
练习,,3
辆,,3
聊天,,3
了解,,3
邻居,,3
留学,,3
楼,,3
绿,,3
马,,3
马上,,3
满意,,3
帽子,,3
米,,3
面包,,3
明白,,3
拿,,3
奶奶,,3
南,,3
难,,3
难过,,3
年级,,3
年轻,,3
鸟,,3
努力,,3
爬山,,3
盘子,,3
胖,,3
皮鞋,,3
啤酒,,3
瓶子,,3
其实,,3
其他,,3
奇怪,,3
骑,,3
起飞,,3
起来,,3
清楚,,3
请假,,3
秋,,3
裙子,,3
然后,,3
热情,,3
认为,,3
认真,,3
容易,,3
如果,,3
伞,,3
上网,,3
生气,,3
声音,,3
世界,,3
试,,3
瘦,,3
叔叔,,3
舒服,,3
树,,3
数学,,3
刷牙,,3
双,,3
水平,,3
司机,,3
太阳,,3
特别,,3
疼,,3
提高,,3
体育,,3
甜,,3
条,,3
同事,,3
同意,,3
头发,,3
突然,,3
图书馆,,3
腿,,3
完成,,3
碗,,3
万,,3
忘记,,3
为,,3
为了,,3
位,,3
文化,,3
西,,3
习惯,,3
洗手间,,3
洗澡,,3
夏,,3
先,,3
相信,,3
香蕉,,3
向,,3
像,,3
小心,,3
校长,,3
新闻,,3
新鲜,,3
信用卡,,3
行李箱,,3
熊猫,,3
需要,,3
选择,,3
要求,,3
爷爷,,3
一般,,3
一边,,3
一定,,3
一共,,3
一会儿,,3
一样,,3
一直,,3
以前,,3
音乐,,3
银行,,3
饮料,,3
应该,,3
影响,,3
用,,3
游戏,,3
有名,,3
又,,3
遇到,,3
元,,3
愿意,,3
月亮,,3
越,,3
站,,3
张,,3
长,动词,3
着急,,3
照顾,,3
照片,,3
照相机,,3
只,量词,3
只,副词,3
只有…才…,,3
中间,,3
中文,,3
终于,,3
种,量词,3
重要,,3
周末,,3
主要,,3
注意,,3
自己,,3
自行车,,3
总是,,3
嘴,,3
最后,,3
最近,,3
作业,,3
爱情,,4
安排,,4
安全,,4
按时,,4
按照,,4
百分之,,4
棒,,4
包子,,4
保护,,4
保证,,4
报名,,4
抱,,4
抱歉,,4
倍,,4
本来,,4
笨,,4
比如,,4
毕业,,4
遍,,4
标准,,4
表格,,4
表示,,4
表演,,4
表扬,,4
饼干,,4
并且,,4
博士,,4
不得不,,4
不管,,4
不过,,4
不仅,,4
部分,,4
擦,,4
猜,,4
材料,,4
参观,,4
餐厅,,4
厕所,,4
差不多,,4
长城,,4
长江,,4
尝,,4
场,,4
超过,,4
成功,,4
成为,,4
诚实,,4
乘坐,,4
吃惊,,4
重新,,4
抽烟,,4
出差,,4
出发,,4
出生,,4
出现,,4
厨房,,4
传真,,4
窗户,,4
词语,,4
从来,,4
粗心,,4
存,,4
错误,,4
答案,,4
打扮,,4
打扰,,4
打印,,4
打招呼,,4
打折,,4
打针,,4
大概,,4
大使馆,,4
大约,,4
大夫,,4
戴,,4
当,,4
当时,,4
刀,,4
导游,,4
到处,,4
到底,,4
倒,,4
道歉,,4
得意,,4
得,助动词,4
登机牌,,4
等,助词,4
低,,4
底,,4
地点,,4
地球,,4
地址,,4
调查,,4
掉,,4
丢,,4
动作,,4
堵车,,4
肚子,,4
短信,,4
对话,,4
对面,,4
对于,,4
儿童,,4
而,,4
发生,,4
发展,,4
法律,,4
翻译,,4
烦恼,,4
反对,,4
方法,,4
方面,,4
方向,,4
房东,,4
放弃,,4
放暑假,,4
放松,,4
份,,4
丰富,,4
否则,,4
符合,,4
父亲,,4
付款,,4
负责,,4
复印,,4
复杂,,4
富,,4
改变,,4
干杯,,4
赶,,4
敢,,4
感动,,4
感觉,,4
感情,,4
感谢,,4
干,,4
刚,,4
高速公路,,4
胳膊,,4
各,,4
工资,,4
公里,,4
功夫,,4
共同,,4
购物,,4
够,,4
估计,,4
鼓励,,4
故意,,4
顾客,,4
挂,,4
关键,,4
观众,,4
管理,,4
光,,4
广播,,4
广告,,4
逛,,4
规定,,4
国籍,,4
国际,,4
果汁,,4
过程,,4
海洋,,4
害羞,,4
寒假,,4
汗,,4
航班,,4
好处,,4
好像,,4
号码,,4
合格,,4
合适,,4
盒子,,4
后悔,,4
厚,,4
互联网,,4
互相,,4
护士,,4
怀疑,,4
回忆,,4
活动,,4
活泼,,4
火,,4
获得,,4
积极,,4
积累,,4
基础,,4
激动,,4
及时,,4
即使,,4
计划,,4
记者,,4
技术,,4
既然,,4
继续,,4
寄,,4
加班,,4
加油站,,4
家具,,4
假,,4
价格,,4
坚持,,4
减肥,,4
减少,,4
建议,,4
将来,,4
奖金,,4
降低,,4
降落,,4
交,,4
交流,,4
交通,,4
郊区,,4
骄傲,,4
饺子,,4
教授,,4
教育,,4
接受,,4
接着,,4
节,,4
节约,,4
结果,,4
解释,,4
尽管,,4
紧张,,4
进行,,4
禁止,,4
京剧,,4
经济,,4
经历,,4
经验,,4
精彩,,4
景色,,4
警察,,4
竞争,,4
竟然,,4
镜子,,4
究竟,,4
举,,4
举办,,4
举行,,4
拒绝,,4
距离,,4
聚会,,4
开玩笑,,4
开心,,4
看法,,4
考虑,,4
烤鸭,,4
科学,,4
棵,,4
咳嗽,,4
可怜,,4
可是,,4
可惜,,4
客厅,,4
肯定,,4
空,,4
空气,,4
恐怕,,4
苦,,4
矿泉水,,4
困,,4
困难,,4
垃圾桶,,4
拉,,4
辣,,4
来不及,,4
来得及,,4
来自,,4
懒,,4
浪费,,4
浪漫,,4
老虎,,4
冷静,,4
礼拜天,,4
礼貌,,4
理发,,4
理解,,4
理想,,4
力气,,4
厉害,,4
例如,,4
俩,,4
连,,4
联系,,4
凉快,,4
零钱,,4
另外,,4
留,,4
流利,,4
流行,,4
旅行,,4
律师,,4
乱,,4
麻烦,,4
马虎,,4
满,,4
毛,,4
毛巾,,4
美丽,,4
梦,,4
迷路,,4
密码,,4
免费,,4
秒,,4
民族,,4
母亲,,4
目的,,4
耐心,,4
难道,,4
难受,,4
内,,4
内容,,4
能力,,4
年龄,,4
弄,,4
暖和,,4
偶尔,,4
排队,,4
排列,,4
判断,,4
陪,,4
批评,,4
皮肤,,4
脾气,,4
篇,,4
骗,,4
乒乓球,,4
平时,,4
破,,4
葡萄,,4
普遍,,4
普通话,,4
其次,,4
其中,,4
气候,,4
千万,,4
签证,,4
敲,,4
桥,,4
巧克力,,4
亲戚,,4
轻,,4
轻松,,4
情况,,4
穷,,4
区别,,4
取,,4
全部,,4
缺点,,4
缺少,,4
却,,4
确实,,4
然而,,4
热闹,,4
任何,,4
任务,,4
扔,,4
仍然,,4
日记,,4
入口,,4
散步,,4
森林,,4
沙发,,4
伤心,,4
商量,,4
稍微,,4
勺子,,4
社会,,4
申请,,4
深,,4
甚至,,4
生活,,4
生命,,4
生意,,4
省,,4
剩,,4
失败,,4
失望,,4
师傅,,4
十分,,4
实际,,4
实在,,4
使,,4
使用,,4
世纪,,4
是否,,4
适合,,4
适应,,4
收,,4
收入,,4
收拾,,4
首都,,4
首先,,4
受不了,,4
受到,,4
售货员,,4
输,,4
熟悉,,4
